Country,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,vaccinated,fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,human_development_index,A_Date,continent,iso_code
A,Austria,349055,1851,2020.286,5783,38,93.714,38756.329,205.521,224.317,642.099,4.219,10.405,0.83,409,45.412,2045,227.061,0,0,0,0,21616,3732903,414.472,2.4,28345,3.147,0.071,14,tests performed,0,0,0,0,0,0,0,0,0,71.3,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,81.54,0.922,2020-12-25,Europe,AUT
A,Azerbaijan,211764,1703,2334.571,2416,36,40.429,20885.723,167.962,230.253,238.284,3.551,3.987,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,10139175,119.309,32.4,6.018,3.871,15847.419,0,559.812,7.11,0.3,42.5,73,0.756,2020-12-25,Africa,AZE
B,Bahamas,7788,0,7.857,169,0,0.714,19804.297,0,19.98,429.754,0,1.816,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.98,393248,39.497,34.3,8.996,5.2,27717.847,0,235.954,13.17,3.1,20.4,73.92,0.814,2020-12-25,Africa,BHS
B,Bahrain,91304,234,203,351,1,0.286,53658.27,137.519,119.301,206.279,0.588,0.168,1.11,0,0,0,0,0,0,0,0,9319,2300729,1352.111,5.477,9454,5.556,0.021,46.6,units unclear,50543,50543,0,472,5789,2.97,2.97,0,3402,50.93,1701583,1935.907,32.4,2.372,1.387,43290.705,0,151.689,16.52,5.8,37.6,77.29,0.852,2020-12-25,Oceania,BHR
B,Bangladesh,507265,1163,1281.714,7398,20,25.857,3080.132,7.062,7.783,44.921,0.121,0.157,0.81,0,0,0,0,0,0,0,0,13695,3146159,19.104,0.083,14038,0.085,0.091,11,tests performed,0,0,0,0,0,0,0,0,0,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,72.59,0.632,2020-12-25,Europe,BGD
B,Barbados,347,2,5.714,7,0,0,1207.498,6.96,19.885,24.359,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,287371,664.463,39.8,14.952,9.473,16978.068,0,170.05,13.57,1.9,14.5,79.19,0.814,2020-12-25,Europe,BRB
B,Belarus,183006,1893,1908.286,1367,9,8.429,19367.106,200.332,201.95,144.666,0.952,0.892,1,0,0,0,0,0,0,0,0,0,0,0,0,22469,2.378,0.085,11.8,tests performed,0,0,0,0,0,0,0,0,0,27.78,9449321,46.858,40.3,14.799,9.788,17167.967,0,443.129,5.18,10.5,46.1,74.79,0.823,2020-12-25,Africa,BLR
B,Belgium,637246,2342,2315.286,19089,51,90.571,54984.22,202.077,199.772,1647.078,4.4,7.815,0.87,511,44.091,2282,196.9,0,0,0,0,13058,6799679,586.704,1.127,31835,2.747,0.074,13.5,tests performed,0,0,0,0,0,0,0,0,0,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,81.63,0.931,2020-12-25,Africa,BEL
B,Belize,10490,0,99.857,228,0,2.143,26381.906,0,251.136,573.41,0,5.389,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.22,397621,16.426,25,3.853,2.279,7824.362,0,176.957,17.11,0,0,74.62,0.716,2020-12-25,Asia,BLZ
B,Benin,3205,0,7.571,44,0,0,264.369,0,0.625,3.629,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,61.77,0.545,2020-12-25,Europe,BEN
B,Bhutan,576,57,19,0,0,0,746.489,73.871,24.624,0,0,0,1.4,0,0,0,0,0,0,0,0,11244,249623,323.508,14.572,4034,5.228,0.005,212.3,samples tested,0,0,0,0,0,0,0,0,0,81.94,771612,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,0,0,71.78,0.654,2020-12-25,Africa,BTN
B,Bolivia,153590,469,634.429,9083,7,7.143,13157.682,40.178,54.35,778.119,0.6,0.612,1.51,0,0,0,0,0,0,0,0,1541,398626,34.149,0.132,1936,0.166,0.328,3.1,tests performed,0,0,0,0,0,0,0,0,0,52.78,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,0,0,71.51,0.718,2020-12-25,Europe,BOL
B,Bosnia and Herzegovina,108891,593,572.857,3901,23,45.429,33190.229,180.748,174.608,1189.034,7.01,13.847,0.83,0,0,0,0,0,0,0,0,2958,499883,152.365,0.902,2810,0.856,0.204,4.9,tests performed,0,0,0,0,0,0,0,0,0,42.59,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,77.4,0.78,2020-12-25,North America,BIH
B,Botswana,14025,0,144.429,40,0,0.286,5963.961,0,61.416,17.01,0,0.121,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48,2351625,4.044,25.8,3.941,2.242,15807.374,0,237.372,4.81,5.7,34.4,69.59,0.735,2020-12-25,North America,BWA
B,Brazil,7448560,24615,40797.429,190488,506,691.143,35042.25,115.803,191.934,896.164,2.381,3.252,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,75.88,0.765,2020-12-25,Africa,BRA
B,Brunei,152,0,0,3,0,0,347.442,0,0,6.857,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.19,437483,81.347,32.4,4.591,2.382,71809.251,0,201.285,12.79,2,30.9,75.86,0.838,2020-12-25,Africa,BRN
B,Bulgaria,196915,257,984,7073,50,82.429,28339.434,36.987,141.614,1017.926,7.196,11.863,0.62,521,74.981,5671,816.154,0,0,0,0,0,1122775,161.587,0,4621,0.665,0.213,4.7,tests performed,0,0,0,0,0,0,0,0,0,53.7,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,75.05,0.816,2020-12-25,South America,BGR
B,Burkina Faso,6134,193,186,77,0,0.429,293.447,9.233,8.898,3.684,0,0.021,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,20903278,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,61.58,0.452,2020-12-25,North America,BFA
B,Burundi,786,13,5,2,0,0.143,66.102,1.093,0.42,0.168,0,0.012,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,11890781,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,0,0,61.58,0.433,2020-12-25,North America,BDI
C,Cambodia,363,0,0.143,0,0,0,21.712,0,0.009,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.63,16718971,90.672,25.6,4.412,2.385,3645.07,0,270.892,4,2,33.7,69.82,0.594,2020-12-25,Europe,KHM
C,Cameroon,26277,0,115,448,0,0.429,989.872,0,4.332,16.876,0,0.016,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.37,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,0,0,59.29,0.563,2020-12-25,Europe,CMR
C,Canada,540939,1749,5951,14966,64,112.286,14332.488,46.341,157.675,396.533,1.696,2.975,1,722,19.13,3714,98.405,0,0,0,0,135871,17405025,461.156,3.6,130250,3.451,0.046,21.9,tests performed,45398,0,0,0,4889,0.12,0,0,130,70.83,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,82.43,0.929,2020-12-25,Asia,CAN
C,Cape Verde,11696,8,24.286,112,0,0.286,21036.425,14.389,43.68,201.443,0,0.514,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tests performed,0,0,0,0,0,0,0,0,0,64.81,555988,135.58,25.7,4.46,3.437,6222.554,0,182.219,2.42,2.1,16.5,72.98,0.665,2020-12-25,Asia,CPV
C,Central African Republic,4948,0,1.714,63,0,0,1024.481,0,0.355,13.044,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,4829764,7.479,18.3,3.655,2.251,661.24,0,435.727,6.1,0,0,53.28,0.397,2020-12-25,Asia,CAF
C,Chad,1971,13,18.857,102,0,0,119.994,0.791,1.148,6.21,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.11,16425859,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,0,0,54.24,0.398,2020-12-25,Asia,TCD
C,Chile,595831,1679,2099.429,16358,55,43.857,31168.889,87.831,109.825,855.714,2.877,2.294,1.11,0,0,0,0,0,0,0,0,48011,6261315,327.54,2.512,42308,2.213,0.068,14.7,tests performed,5198,5198,0,4778,4778,0.03,0.03,0,250,79.17,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,80.18,0.851,2020-12-25,Europe,CHL
C,China,95460,77,91.286,4770,1,1,66.323,0.053,0.063,3.314,0.001,0.001,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187500,0,0,0,130,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,76.91,0.761,2020-12-25,Asia,CHN
C,Colombia,1574707,14941,13233.571,41690,236,238.714,30947.676,293.635,260.079,819.332,4.638,4.691,1.09,0,0,0,0,0,0,0,0,46523,7773672,152.776,0.914,59359,1.167,0.227,4.4,tests performed,0,0,0,0,0,0,0,0,0,60.19,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,77.29,0.767,2020-12-25,Europe,COL
C,Comoros,715,0,10.286,7,0,0,822.222,0,11.828,8.05,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,64.32,0.554,2020-12-25,North America,COM
C,Congo,6571,0,53,100,0,0,1190.81,0,9.605,18.122,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,64.57,0.574,2020-12-25,Asia,COG
C,Costa Rica,162990,0,788.286,2086,0,12.857,31995.75,0,154.744,409.492,0,2.524,1.05,0,0,0,0,0,0,0,0,2933,414465,81.362,0.576,2901,0.569,0.266,3.8,people tested,0,0,0,0,240,0,0,0,47,55.56,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,80.28,0.81,2020-12-25,Asia,CRI
C,Cote d'Ivoire,22081,10,33.714,133,0,0,837.09,0.379,1.278,5.042,0,0,1.35,0,0,0,0,0,0,0,0,995,251251,9.525,0.038,1433,0.054,0.024,42.5,samples tested,0,0,0,0,0,0,0,0,0,15.74,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,0,0,57.78,0.538,2020-12-25,Asia,CIV
C,Croatia,203962,1643,1961,3548,84,75,49682.993,400.217,477.679,864.255,20.462,18.269,0.58,0,0,2662,648.435,0,0,0,0,6164,989014,240.913,1.501,8237,2.006,0.238,4.2,people tested,0,0,0,0,0,0,0,0,0,50.93,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,78.49,0.851,2020-12-25,Africa,HRV
C,Cuba,10900,183,143.857,140,1,0.429,962.335,16.157,12.701,12.36,0.088,0.038,1.34,0,0,0,0,0,0,0,0,12255,1406602,124.186,1.082,12804,1.13,0.011,89,tests performed,0,0,0,0,0,0,0,0,0,56.48,11326616,110.408,43.1,14.738,9.719,0,0,190.968,8.27,17.1,53.3,78.8,0.783,2020-12-25,Europe,CUB
C,Cyprus,19366,50,388.429,109,2,3.429,22109.855,57.084,443.463,124.444,2.283,3.914,1.11,20,22.834,148,168.969,0,0,0,0,1407,966493,1103.43,1.606,9610,10.972,0.04,24.7,tests performed,0,0,0,0,0,0,0,0,0,69.44,875899,127.657,37.3,13.416,8.563,32415.132,0,141.171,9.24,19.6,52.7,80.98,0.887,2020-12-25,Asia,CYP
C,Czechia,664863,4402,7836.714,10859,83,99.429,62084.613,411.057,731.789,1014.009,7.751,9.285,1.14,657,61.35,4381,409.096,0,0,0,0,14579,0,0,1.361,48070,4.489,0.145,6.9,tests performed,0,0,0,0,0,0,0,0,0,73.15,10708982,137.176,43.3,19.027,11.58,32605.906,0,227.485,6.82,30.5,38.3,79.38,0.9,2020-12-25,Asia,CZE
D,Democratic Republic of Congo,16472,190,197.571,573,0,29.571,183.919,2.121,2.206,6.398,0,0.33,1.13,0,0,0,0,0,0,0,0,429,0,0,0.005,501,0.006,0.394,2.5,samples tested,0,0,0,0,0,0,0,0,0,26.85,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,0,0,60.68,0.48,2020-12-25,Asia,COD
D,Denmark,149926,2999,3007.429,1134,20,18.143,25884.107,517.765,519.22,195.78,3.453,3.132,0.93,98,16.919,726,125.341,0,0,0,0,39382,10033870,1732.306,6.799,109520,18.908,0.027,36.4,tests performed,0,0,0,0,0,0,0,0,0,51.85,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,80.9,0.94,2020-12-25,Europe,DNK
D,Djibouti,5804,4,3.429,61,0,0,5874.482,4.049,3.47,61.741,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.96,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,67.11,0.524,2020-12-25,Asia,DJI
D,Dominica,88,0,0,0,0,0,1222.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,71991,98.567,0,0,0,9673.367,0,227.376,11.62,0,0,75,0.742,2020-12-25,Africa,DMA
D,Dominican Republic,165035,1381,1015.143,2404,0,4,15213.538,127.306,93.58,221.61,0,0.369,1.1,0,0,0,0,0,0,0,0,2965,853047,78.637,0.273,4992,0.46,0.203,4.9,samples tested,0,0,0,0,0,0,0,0,0,68.52,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,74.08,0.756,2020-12-25,Africa,DOM
E,Ecuador,208828,818,546.429,13984,7,6,11836.269,46.364,30.971,792.606,0.397,0.34,1.05,0,0,0,0,0,0,0,0,2973,684841,38.816,0.169,2748,0.156,0.199,5,people tested,0,0,0,0,0,0,0,0,0,73.15,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,77.01,0.759,2020-12-25,Africa,ECU
E,Egypt,130126,1133,835.143,7309,49,38.286,1271.576,11.072,8.161,71.423,0.479,0.374,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,102334403,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,71.99,0.707,2020-12-25,Europe,EGY
E,El Salvador,44892,273,282.571,1289,6,7.857,6921.155,42.089,43.565,198.73,0.925,1.211,1,0,0,0,0,0,0,0,0,0,0,0,0,2291,0.353,0.123,8.1,tests performed,0,0,0,0,0,0,0,0,0,47.22,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,73.32,0.673,2020-12-25,Europe,SLV
E,Equatorial Guinea,5236,0,3.143,85,0,0,3732.043,0,2.24,60.585,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402985,45.194,22.4,2.846,1.752,22604.873,0,202.812,7.78,0,0,58.74,0.592,2020-12-25,Europe,GNQ
E,Eritrea,992,41,35.857,1,0,0.143,279.718,11.561,10.111,0.282,0,0.04,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,3546427,44.304,19.3,3.607,2.171,1510.459,0,311.11,6.05,0.2,11.4,66.32,0.459,2020-12-25,Africa,ERI
E,Estonia,24582,573,560.571,202,7,4.857,18530.929,431.951,422.582,152.276,5.277,3.662,1.06,40,30.154,428,322.644,0,0,0,0,3126,612384,461.64,2.357,4864,3.667,0.115,8.7,tests performed,0,0,0,0,0,0,0,0,0,55.56,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,78.74,0.892,2020-12-25,Africa,EST
E,Eswatini,8170,138,138.286,154,0,2.571,7042.108,118.949,119.195,132.74,0,2.216,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.26,1160164,79.492,21.5,3.163,1.845,7738.975,0,333.436,3.94,1.7,16.5,60.19,0.611,2020-12-25,Asia,SWZ
E,Ethiopia,121880,481,407.857,1897,15,7.714,1060.162,4.184,3.548,16.501,0.13,0.067,0.94,0,0,0,0,0,0,0,0,6762,1769613,15.393,0.059,5377,0.047,0.076,13.2,tests performed,0,0,0,0,0,0,0,0,0,51.85,114963583,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,66.6,0.485,2020-12-25,Asia,ETH
F,Fiji,46,0,0,2,0,0,51.314,0,0,2.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0.144,0,0,tests performed,0,0,0,0,0,0,0,0,0,45.37,896444,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,67.44,0.743,2020-12-25,Oceania,FJI
F,Finland,34648,201,295.143,524,0,5,6253.341,36.277,53.268,94.573,0,0.902,0.88,0,0,0,0,0,0,0,0,6857,2438156,440.043,1.238,14842,2.679,0.02,50.3,tests performed,0,0,0,0,0,0,0,0,0,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,0,153.507,5.76,18.3,22.6,81.91,0.938,2020-12-25,Africa,FIN
F,France,2604595,20262,15009.429,62548,159,314.714,38219.859,297.325,220.249,917.83,2.333,4.618,1.03,2616,38.387,24359,357.444,0,0,0,0,38782,0,0,0.569,451107,6.62,0.027,37,people tested,0,0,0,0,0,0,0,0,0,63.89,68147687,122.578,42,19.718,13.079,38605.671,0,86.06,4.77,30.1,35.6,82.66,0.901,2020-12-25,Africa,FRA
G,Gabon,9497,28,13.857,64,0,0,4266.919,12.58,6.226,28.755,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.74,2225728,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,0,0,66.47,0.703,2020-12-25,North America,GAB
G,Gambia,3791,0,0.714,123,0,0,1568.691,0,0.296,50.897,0,0,0.84,0,0,0,0,0,0,0,0,238,29733,12.303,0.098,162,0.067,0.004,226.9,samples tested,0,0,0,0,0,0,0,0,0,45.37,2416664,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,62.05,0.496,2020-12-25,Europe,GMB
G,Georgia,218724,1881,2103,2313,37,44.429,54829.382,471.526,527.177,579.819,9.275,11.137,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,3989175,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,73.77,0.812,2020-12-25,Europe,GEO
G,Germany,1632736,2140,20842.429,29580,250,546.571,19487.457,25.542,248.764,353.051,2.984,6.524,0.93,5364,64.022,0,0,0,0,0,0,0,0,0,0,179509,2.143,0,0,tests performed,0,0,0,0,0,0,0,0,0,82.41,83783945,237.016,46.6,21.453,15.957,45229.245,0,156.139,8.31,28.2,33.1,81.33,0.947,2020-12-25,Asia,DEU
G,Ghana,54043,0,55.714,333,0,0.286,1739.23,0,1.793,10.717,0,0.009,1.19,0,0,0,0,0,0,0,0,0,0,0,0,2482,0.08,0.022,44.5,samples tested,0,0,0,0,0,0,0,0,0,38.89,31072945,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,64.07,0.611,2020-12-25,Europe,GHA
G,Greece,134852,617,752.571,4507,50,66.143,12937.856,59.196,72.203,432.407,4.797,6.346,0.78,0,0,0,0,0,0,0,0,30062,3264307,313.181,2.884,27034,2.594,0.028,35.9,samples tested,0,0,0,0,0,0,0,0,0,84.26,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,82.24,0.888,2020-12-25,Africa,GRC
G,Grenada,112,7,2.571,0,0,0,995.387,62.212,22.853,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112519,317.132,29.4,7.304,5.021,13593.877,0,243.964,10.71,0,0,72.4,0.779,2020-12-25,Africa,GRD
G,Guatemala,135080,186,431.143,4757,8,24,7539.812,10.382,24.065,265.523,0.447,1.34,1,0,0,0,0,0,0,0,0,425,592976,33.098,0.024,2717,0.152,0.159,6.3,people tested,0,0,0,0,0,0,0,0,0,52.31,17915567,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,0,0,74.3,0.663,2020-12-25,Asia,GTM
G,Guinea,13646,16,19.286,80,0,0,1039.078,1.218,1.469,6.092,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.74,13132792,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,0,0,61.6,0.477,2020-12-25,Africa,GIN
G,Guinea-Bissau,2447,0,0,45,0,0.143,1243.396,0,0,22.866,0,0.073,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967998,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,0,0,58.32,0.48,2020-12-25,Asia,GNB
G,Guyana,6289,23,30.429,162,0,0.429,7995.586,29.241,38.686,205.96,0,0.545,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.52,786559,3.952,26.3,5.305,2.837,7435.047,0,373.159,11.62,0,0,69.91,0.682,2020-12-25,Europe,GUY
H,Haiti,9846,0,31.286,235,0,0.143,863.492,0,2.744,20.609,0,0.013,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,11402533,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,64,0.51,2020-12-25,Oceania,HTI
H,Honduras,118659,623,349.571,3061,7,5.429,11980.181,62.9,35.294,309.048,0.707,0.548,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.26,9904608,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,0,75.27,0.634,2020-12-25,North America,HND
H,Hungary,314164,2610,2598.143,8833,104,158.286,32520.975,270.177,268.949,914.356,10.766,16.385,0.64,0,0,6006,621.717,0,0,0,0,22154,2167712,224.393,2.293,20172,2.088,0.129,7.8,tests performed,0,0,0,0,0,0,0,0,0,72.22,9660350,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,76.88,0.854,2020-12-25,Africa,HUN
I,Iceland,5683,0,11.286,28,0,0,16653.48,0,33.072,82.051,0,0,1.01,0,0,0,0,0,0,0,0,96,236662,693.515,0.281,896,2.626,0.013,79.4,tests performed,0,0,0,0,0,0,0,0,0,52.78,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,82.99,0.949,2020-12-25,Africa,ISL
I,India,10169118,22273,23502.714,147343,251,315.286,7368.903,16.14,17.031,106.77,0.182,0.228,0.86,0,0,0,0,0,0,0,0,997396,166305762,120.511,0.723,1055302,0.765,0.022,44.9,samples tested,0,0,0,0,0,0,0,0,0,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,69.66,0.645,2020-12-25,Europe,IND
I,Indonesia,700097,7259,7128.571,20847,258,190.429,2559.549,26.539,26.062,76.216,0.943,0.696,1.05,0,0,0,0,0,0,0,0,40082,4665868,17.058,0.147,34060,0.125,0.209,4.8,people tested,0,0,0,0,0,0,0,0,0,64.35,273523621,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,71.72,0.718,2020-12-25,Europe,IDN
I,Iran,1189203,6021,6221.714,54440,132,166.714,14158.366,71.685,74.074,648.15,1.572,1.985,0.82,0,0,0,0,0,0,0,0,0,0,0,0,51432,0.612,0.121,8.3,tests performed,0,0,0,0,0,0,0,0,0,72.69,83992953,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,76.68,0.783,2020-12-25,Asia,IRN
I,Iraq,589943,1140,1161.714,12755,11,12.143,14666.989,28.342,28.882,317.111,0.273,0.302,0.81,0,0,0,0,0,0,0,0,0,0,0,0,35823,0.891,0.032,30.8,samples tested,0,0,0,0,0,0,0,0,0,53.7,40222503,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,0,0,70.6,0.674,2020-12-25,Asia,IRQ
I,Ireland,84098,1025,834.857,2194,2,6.429,17031.485,207.582,169.075,444.328,0.405,1.302,1.62,25,5.063,253,51.237,0,0,0,0,21423,2292464,464.269,4.339,16913,3.425,0.049,20.3,tests performed,0,0,0,0,0,0,0,0,0,68.52,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,82.3,0.955,2020-12-25,North America,IRL
I,Israel,394391,4713,3462.714,3186,15,18.429,45565.147,544.507,400.058,368.088,1.733,2.129,1.42,174,20.103,1218,140.719,0,0,0,0,87038,7840532,905.84,10.056,87976,10.164,0.039,25.4,tests performed,251543,251543,0,38444,41914,2.91,2.91,0,4842,74.07,8655541,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,82.97,0.919,2020-12-25,Oceania,ISR
I,Italy,2028354,19037,15225.143,71359,459,495,33547.679,314.86,251.814,1180.232,7.592,8.187,0.89,2584,42.738,25986,429.792,0,0,0,0,152334,25904694,428.447,2.52,155596,2.573,0.098,10.2,tests performed,0,0,0,0,0,0,0,0,0,84.26,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,83.51,0.892,2020-12-25,South America,ITA
